qtd_filhos;idade;tempo_emprego;qt_pessoas_residencia;renda
0;54;;2.0;2793.97
0;63;;1.0;5276.5
1;37;3.8904109589041096;3.0;2448.84
1;31;2.375342465753425;3.0;8044.11
1;31;5.383561643835616;3.0;9663.31
0;32;3.558904109589041;2.0;3170.04
1;34;3.6986301369863015;2.0;4165.8
0;45;;2.0;3696.9
0;52;9.668493150684933;2.0;1891.18
1;30;2.0876712328767124;3.0;2449.22
1;39;5.383561643835616;3.0;3866.88
0;51;4.550684931506848;2.0;1664.98
0;36;6.964383561643835;2.0;2100.81
1;25;3.849315068493152;3.0;67794.54
0;32;11.632876712328768;2.0;4646.92
0;55;3.956164383561644;2.0;2647.12
0;33;0.5123287671232877;2.0;2858.65
2;37;8.241095890410959;3.0;1366.13
0;45;27.36438356164384;2.0;9329.5
2;41;8.695890410958905;4.0;9213.63
0;49;1.5205479452054795;1.0;2060.08
0;60;;2.0;5768.98
0;51;29.473972602739725;2.0;7031.98
0;54;10.726027397260276;2.0;1904.99
0;55;;2.0;1110.6
0;53;7.947945205479453;2.0;7856.33
0;57;;2.0;1589.47
1;51;4.035616438356166;3.0;1539.9
0;38;8.186301369863013;1.0;6547.85
0;49;;2.0;2367.86
0;63;9.265753424657532;1.0;1286.24
0;26;5.416438356164384;1.0;5655.53
2;30;7.693150684931508;4.0;2467.94
2;40;6.06027397260274;4.0;6756.67
0;33;5.375342465753425;2.0;619.54
0;47;3.295890410958904;2.0;1862.93
0;48;5.4602739726027405;2.0;2196.4
0;42;3.0986301369863014;2.0;1748.44
0;35;4.964383561643834;2.0;3238.15
1;32;4.789041095890411;3.0;3300.29
0;27;5.268493150684932;2.0;5910.77
1;48;9.186301369863012;3.0;4669.77
0;45;3.854794520547945;1.0;7548.09
0;60;;2.0;2012.04
0;30;8.435616438356165;2.0;3284.98
0;55;0.5972602739726027;2.0;1443.63
1;30;0.9917808219178084;3.0;867.13
0;32;4.101369863013699;1.0;2018.49
0;53;7.947945205479453;2.0;7856.33
0;42;10.96986301369863;2.0;2692.49
0;29;3.5178082191780824;2.0;3024.27
0;62;;2.0;7519.8
0;43;7.589041095890411;2.0;4508.76
0;56;6.205479452054795;2.0;2422.73
0;63;;2.0;6254.48
0;61;;2.0;1686.47
1;34;14.389041095890413;3.0;3000.12
1;37;5.123287671232877;2.0;6548.2
1;44;5.5178082191780815;3.0;2943.1
0;45;1.4164383561643836;2.0;2759.5
0;48;8.934246575342465;2.0;2612.98
0;43;20.11232876712329;2.0;28853.86
0;50;0.3013698630136986;2.0;838.59
0;56;1.5972602739726027;1.0;1746.14
1;27;7.553424657534246;3.0;6498.72
0;52;14.372602739726029;1.0;2845.33
0;26;;1.0;1502.3
0;53;12.167123287671233;2.0;4928.95
0;61;;2.0;1148.89
0;32;9.556164383561644;2.0;870.75
0;49;28.394520547945213;2.0;16262.28
0;50;4.931506849315068;2.0;3078.32
2;44;0.5945205479452055;3.0;5523.27
2;42;7.701369863013697;3.0;7961.52
0;60;20.882191780821923;2.0;30383.01
0;56;6.684931506849315;1.0;4184.81
0;32;0.7808219178082192;1.0;1544.97
0;54;4.304109589041096;2.0;2576.05
0;51;17.194520547945206;2.0;14390.46
0;33;4.131506849315069;2.0;1904.82
0;62;5.515068493150685;2.0;2160.93
1;31;13.723287671232876;3.0;7660.03
1;41;0.3232876712328767;3.0;1388.77
0;55;;2.0;2397.66
0;60;;1.0;5528.4
0;28;6.63013698630137;2.0;3216.74
0;47;3.0465753424657533;2.0;1881.45
0;56;;2.0;8324.94
0;44;0.8465753424657534;2.0;900.53
0;29;4.435616438356164;2.0;4094.35
0;58;12.767123287671232;2.0;4799.09
1;33;1.0410958904109588;3.0;2481.67
1;34;3.602739726027397;3.0;6077.84
0;33;10.43013698630137;1.0;2509.61
0;50;19.76164383561644;2.0;1745.79
0;66;;1.0;5422.34
0;54;0.7835616438356164;2.0;724.11
0;35;1.3726027397260274;2.0;3387.69
1;38;2.180821917808219;3.0;4827.08
0;60;;1.0;1072.57
0;41;6.383561643835616;2.0;1717.89
0;45;4.435616438356164;2.0;2485.29
0;64;9.183561643835615;2.0;2148.95
0;30;9.8;2.0;5265.54
1;31;5.83013698630137;3.0;2258.41
0;65;;2.0;3761.14
1;34;6.956164383561643;3.0;3515.62
2;27;6.367123287671232;4.0;3686.1
1;59;11.895890410958906;3.0;1643.43
1;41;9.58904109589041;3.0;4465.26
1;30;5.717808219178082;2.0;1612.35
0;38;12.9013698630137;2.0;2331.19
0;28;2.468493150684932;1.0;754.56
0;58;9.975342465753425;2.0;3503.24
0;62;0.6219178082191781;2.0;7012.7
0;40;10.186301369863012;2.0;7177.65
0;58;;2.0;2321.11
0;32;3.558904109589041;2.0;3170.04
0;25;4.693150684931507;1.0;2651.67
0;49;11.194520547945206;1.0;12647.72
1;49;1.0876712328767124;3.0;8012.62
0;67;;2.0;1224.19
0;54;0.8383561643835616;2.0;2212.04
0;27;1.2602739726027397;2.0;784.5
1;40;7.290410958904109;3.0;1633.36
0;34;1.8575342465753424;2.0;5224.33
0;54;;2.0;2793.97
1;56;0.3205479452054795;3.0;4172.03
0;35;6.049315068493152;2.0;4272.89
1;30;0.3561643835616438;3.0;4626.49
0;27;1.6219178082191783;2.0;2569.7
2;29;2.7698630136986298;4.0;14411.29
0;32;5.597260273972603;1.0;3212.78
1;42;1.9342465753424656;3.0;2853.9
0;51;4.931506849315068;1.0;2492.95
2;38;2.8109589041095893;4.0;5162.71
3;37;19.227397260273968;5.0;2540.68
2;40;0.6273972602739726;4.0;2682.73
0;40;22.21643835616439;2.0;4684.35
0;47;4.895890410958904;2.0;10881.74
0;45;1.6410958904109592;2.0;2702.49
0;39;5.356164383561644;1.0;474.28
0;55;;2.0;1700.71
0;60;;1.0;5509.51
0;29;4.663013698630137;1.0;2767.62
0;47;16.71780821917808;2.0;37833.33
0;47;23.13150684931507;2.0;9726.92
0;56;2.8794520547945206;2.0;1395.05
0;30;7.624657534246575;2.0;4184.78
0;59;;2.0;1559.56
2;34;4.975342465753425;4.0;3861.0
3;34;11.96986301369863;5.0;6497.78
0;40;1.9452054794520548;1.0;4109.19
0;59;6.646575342465752;2.0;5750.79
0;61;;1.0;1201.18
1;37;14.304109589041095;3.0;4326.11
2;35;4.134246575342465;4.0;3873.45
0;51;18.295890410958904;2.0;2112.31
0;36;13.024657534246574;2.0;3821.12
1;46;4.654794520547945;3.0;2259.98
0;53;;2.0;981.29
0;66;;2.0;12515.5
0;47;;2.0;1237.02
1;31;1.7835616438356163;2.0;3866.27
0;45;4.435616438356164;2.0;3057.82
0;65;;2.0;2843.6
2;32;0.2630136986301369;4.0;1484.22
1;34;8.517808219178082;3.0;4007.98
0;64;;2.0;313.54
0;54;31.227397260273968;2.0;9531.26
0;61;;2.0;452.89
1;41;4.279452054794521;3.0;3221.7
2;45;11.183561643835615;4.0;11585.25
0;55;;1.0;5270.69
2;33;3.0465753424657533;4.0;1994.76
0;40;;1.0;3001.09
2;42;10.389041095890413;4.0;2955.85
0;34;6.487671232876713;2.0;2299.6
2;33;5.268493150684932;4.0;1281.16
2;45;11.183561643835615;4.0;2199.72
0;41;3.0986301369863014;2.0;1843.25
0;28;0.6821917808219178;2.0;2210.58
1;31;1.7945205479452055;3.0;3098.2
0;55;;2.0;6630.36
0;48;0.6273972602739726;2.0;4576.16
0;64;;1.0;1263.53
0;30;0.7589041095890411;2.0;652.67
0;60;;2.0;1066.28
0;58;;2.0;2846.8
0;57;;1.0;1844.14
0;60;;1.0;3781.97
0;45;;2.0;6295.94
1;27;4.873972602739726;3.0;11872.14
0;40;9.306849315068494;2.0;6627.2
0;26;0.4273972602739726;1.0;1801.15
0;28;4.526027397260274;2.0;6916.88
0;54;8.627397260273973;2.0;5901.8
0;47;9.772602739726029;2.0;1582.64
2;36;0.8082191780821918;4.0;1413.42
2;28;2.364383561643836;4.0;3548.78
2;31;0.2767123287671233;4.0;1686.82
1;48;24.446575342465756;3.0;41842.49
1;30;5.657534246575342;3.0;500.0
0;51;31.78904109589041;1.0;1759.49
0;59;3.3945205479452056;1.0;2275.14
0;56;6.684931506849315;1.0;4184.81
0;43;4.131506849315069;2.0;8334.29
2;36;8.186301369863013;4.0;4426.54
0;27;0.2876712328767123;2.0;801.55
1;34;3.638356164383562;3.0;6752.15
2;39;0.5150684931506849;3.0;1290.77
0;47;11.69041095890411;2.0;7988.93
0;63;;1.0;460.86
0;43;12.717808219178083;2.0;3714.06
0;38;5.684931506849315;1.0;1737.88
0;58;;2.0;2369.12
1;45;24.315068493150694;3.0;22060.01
1;45;11.02191780821918;2.0;6502.22
2;28;1.3835616438356164;4.0;1068.91
0;55;;2.0;787.42
0;53;2.1232876712328768;2.0;6676.77
1;41;22.435616438356167;3.0;6429.2
0;63;;1.0;1288.45
2;37;17.38082191780822;4.0;3595.45
0;64;;1.0;1811.24
0;57;;2.0;466.35
0;27;4.676712328767123;2.0;4709.77
0;51;0.873972602739726;1.0;5425.78
0;49;7.701369863013697;1.0;10032.55
0;38;5.684931506849315;1.0;1418.4
0;59;;2.0;1821.95
0;49;27.728767123287675;2.0;7219.92
0;64;;2.0;9101.32
0;58;;2.0;2502.72
1;28;1.4328767123287671;3.0;4499.15
0;55;;2.0;4015.7
1;31;1.5315068493150683;3.0;2175.95
0;34;9.465753424657532;2.0;1517.09
0;52;10.47945205479452;1.0;3961.54
0;36;13.024657534246574;2.0;14278.33
0;32;1.704109589041096;2.0;1653.44
0;66;;1.0;10440.61
2;35;12.558904109589042;4.0;13040.56
1;45;11.02191780821918;2.0;6502.22
0;53;2.9616438356164383;1.0;1008.17
1;35;6.383561643835616;2.0;2022.94
0;54;8.263013698630138;2.0;2244.6
1;41;9.01917808219178;3.0;1097.5
0;32;6.027397260273973;2.0;5859.2
0;62;;2.0;2877.85
0;26;0.3561643835616438;2.0;2892.16
2;37;6.624657534246575;4.0;4836.43
0;57;4.865753424657535;2.0;2435.46
0;36;7.249315068493152;2.0;2480.78
0;27;4.1945205479452055;2.0;4564.02
1;43;4.008219178082192;3.0;1680.02
0;46;12.531506849315068;2.0;6107.49
0;32;6.027397260273973;2.0;5859.2
0;46;24.64383561643836;1.0;20760.96
1;27;7.301369863013699;3.0;2500.21
1;38;9.931506849315069;3.0;8329.15
0;36;1.0438356164383562;1.0;874.35
0;31;2.572602739726028;2.0;2620.54
0;56;11.065753424657538;2.0;2571.21
0;32;0.7808219178082192;2.0;1225.86
0;53;4.7972602739726025;2.0;978.25
1;46;7.805479452054794;3.0;7504.36
0;64;;1.0;2066.84
0;53;15.841095890410957;2.0;10399.15
0;49;0.5917808219178082;2.0;2470.69
1;38;4.931506849315068;3.0;4066.45
0;47;7.345205479452055;1.0;4542.48
1;28;5.145205479452055;3.0;2986.55
3;36;10.04931506849315;5.0;9349.4
0;31;8.432876712328767;1.0;721.68
4;37;5.408219178082192;6.0;3162.98
0;64;;2.0;1492.34
0;47;8.967123287671232;2.0;1703.33
0;54;2.6410958904109587;2.0;2533.54
0;54;33.282191780821925;1.0;6883.53
0;54;4.216438356164384;2.0;1302.67
0;32;4.101369863013699;1.0;917.38
2;31;4.72876712328767;4.0;3039.96
1;44;5.5178082191780815;3.0;5691.19
0;28;7.142465753424657;1.0;6505.81
0;30;4.0191780821917815;2.0;7177.99
2;36;2.7178082191780817;4.0;4085.73
0;64;27.367123287671237;1.0;11618.96
0;57;;1.0;1342.03
0;63;;1.0;3679.62
0;55;9.443835616438356;1.0;5304.32
0;36;13.54246575342466;1.0;3282.0
1;26;4.063013698630137;3.0;1866.08
0;50;7.660273972602741;2.0;4100.21
0;37;0.673972602739726;2.0;5665.55
1;44;11.895890410958906;3.0;2092.37
0;34;5.0986301369863005;2.0;741.35
0;52;32.74246575342466;1.0;7771.51
0;46;3.627397260273973;2.0;2130.63
0;38;6.435616438356163;2.0;1555.49
0;44;4.882191780821918;1.0;2251.11
1;30;0.2630136986301369;3.0;1358.25
0;58;;2.0;4962.13
0;45;10.01095890410959;2.0;3831.58
0;47;6.6219178082191785;1.0;3031.95
1;47;3.1150684931506847;3.0;8831.19
0;60;10.558904109589042;2.0;5706.43
0;60;;1.0;980.76
2;34;9.035616438356165;4.0;8627.5
0;58;;1.0;2540.49
0;44;13.531506849315068;2.0;12358.63
1;36;1.4904109589041097;3.0;2473.01
2;33;0.6821917808219178;4.0;4720.89
0;38;4.972602739726027;1.0;7308.36
0;53;;2.0;2693.39
0;43;20.11232876712329;2.0;7876.02
1;37;14.304109589041095;3.0;4079.6
2;35;13.186301369863012;4.0;23437.61
0;43;3.5835616438356164;2.0;1432.85
3;35;5.553424657534246;5.0;2494.73
0;42;13.243835616438355;2.0;3108.73
0;50;4.931506849315068;2.0;950.12
0;24;0.7616438356164383;2.0;2125.66
0;58;;2.0;4962.13
0;58;;1.0;1540.38
0;41;3.7178082191780817;2.0;1944.82
1;41;5.358904109589041;3.0;3530.51
1;30;5.153424657534247;3.0;5091.95
0;44;9.345205479452057;2.0;3690.11
0;43;3.8301369863013695;2.0;1073.15
1;36;7.052054794520547;3.0;1275.79
0;27;1.2602739726027397;2.0;2023.55
0;51;4.0547945205479445;2.0;1524.54
0;48;6.471232876712329;2.0;16734.78
2;39;13.0;4.0;4600.09
0;62;0.6054794520547945;2.0;3459.01
2;49;3.016438356164384;4.0;1323.61
0;28;1.4054794520547946;2.0;6661.41
0;54;9.863013698630136;2.0;4450.25
0;40;16.13972602739726;1.0;12449.84
1;38;0.6356164383561644;3.0;5419.63
1;33;7.926027397260274;3.0;1050.08
0;60;21.03287671232877;1.0;32882.34
0;40;7.545205479452054;1.0;1420.95
0;50;9.265753424657532;2.0;1932.07
0;51;23.31232876712329;2.0;2373.24
0;52;4.6438356164383565;2.0;3225.97
0;47;6.6219178082191785;1.0;1042.06
1;28;1.5972602739726027;3.0;2143.39
2;38;2.8109589041095893;4.0;1597.35
0;59;8.276712328767124;1.0;5224.01
0;45;5.465753424657534;1.0;1732.07
1;41;5.923287671232878;3.0;6591.9
0;29;8.134246575342466;1.0;9494.14
0;51;0.7068493150684931;2.0;13194.42
0;30;9.208219178082192;2.0;1316.25
0;60;;2.0;1522.29
1;35;8.01095890410959;3.0;523.68
0;52;12.147945205479452;2.0;5611.31
0;28;6.545205479452054;2.0;10875.61
0;60;7.63013698630137;2.0;7393.11
2;31;4.72876712328767;4.0;3039.96
0;48;21.03013698630137;1.0;5815.67
0;24;4.608219178082192;1.0;1958.55
0;60;39.824657534246576;2.0;23195.2
3;42;22.19178082191781;5.0;5255.11
0;61;;1.0;1746.06
1;44;5.5178082191780815;3.0;4821.78
0;46;5.454794520547946;2.0;2403.33
0;48;1.7671232876712328;2.0;1414.84
0;24;1.9616438356164383;1.0;5268.42
1;36;12.161643835616438;2.0;2125.54
0;40;3.0383561643835617;2.0;2181.94
1;40;13.372602739726029;3.0;7328.66
2;40;19.06027397260274;4.0;2097.75
0;54;7.389041095890411;1.0;1887.38
0;59;;1.0;3150.64
2;34;3.635616438356165;4.0;4772.28
0;56;8.139726027397263;2.0;28682.62
1;50;14.123287671232877;3.0;7250.48
1;34;6.956164383561643;3.0;3515.62
0;46;1.0273972602739727;1.0;1716.85
0;38;2.476712328767124;1.0;2098.58
0;50;3.1780821917808217;2.0;7047.33
1;27;6.791780821917808;2.0;1646.93
1;31;2.9753424657534246;3.0;688.05
0;44;2.7150684931506848;2.0;718.61
0;48;10.345205479452057;1.0;1101.46
1;28;5.931506849315069;3.0;4979.59
2;34;9.035616438356165;4.0;8627.5
1;28;0.6438356164383562;3.0;1548.84
0;51;16.972602739726028;2.0;10975.64
0;62;;1.0;1662.29
0;52;1.2602739726027397;1.0;21337.91
0;55;;1.0;2791.52
1;40;1.3753424657534246;3.0;5368.42
0;49;1.8;2.0;1346.2
0;56;1.8109589041095893;2.0;1917.11
0;40;15.126027397260271;2.0;6691.48
1;34;3.1013698630136988;3.0;1939.67
0;65;;2.0;986.32
0;36;9.63013698630137;1.0;5909.8
0;41;0.5835616438356165;1.0;2511.21
0;36;1.1315068493150684;1.0;7283.75
1;28;2.032876712328767;3.0;13641.54
0;52;12.147945205479452;2.0;5525.9
2;66;;4.0;4637.21
0;49;1.5205479452054795;1.0;3672.93
0;50;16.791780821917804;2.0;6461.9
0;60;10.558904109589042;2.0;5706.43
0;43;24.621917808219177;1.0;23451.84
0;27;1.5342465753424657;1.0;17086.75
0;38;1.6684931506849314;2.0;788.04
1;42;9.06027397260274;3.0;7737.94
0;27;3.345205479452055;1.0;13913.84
0;41;4.712328767123288;2.0;1003.91
2;59;;3.0;1937.55
0;51;26.70684931506849;2.0;22550.7
1;38;0.5068493150684932;3.0;5077.43
1;41;1.96986301369863;3.0;4604.54
0;49;22.94794520547945;1.0;9192.26
0;54;;2.0;1062.11
2;30;2.7589041095890408;4.0;923.92
2;45;9.052054794520547;4.0;2403.8
0;40;1.347945205479452;2.0;1418.18
0;29;1.9315068493150684;2.0;6305.19
0;50;3.2986301369863016;1.0;4225.92
0;35;9.7013698630137;2.0;1399.88
0;28;1.1753424657534246;2.0;7308.4
0;25;1.8164383561643835;1.0;2989.03
1;40;7.186301369863013;3.0;5729.45
0;42;8.10684931506849;2.0;7491.29
0;26;1.282191780821918;2.0;2966.36
0;52;11.854794520547946;2.0;2439.45
0;27;5.112328767123287;2.0;11923.09
2;43;1.8027397260273967;4.0;14378.93
0;41;8.610958904109589;2.0;4733.63
0;45;15.778082191780822;2.0;2677.81
0;27;0.6328767123287671;2.0;2299.48
0;58;;1.0;2608.59
0;43;24.8;2.0;2900.32
0;56;35.64383561643836;1.0;8187.6
0;42;18.6027397260274;1.0;2320.25
0;27;3.345205479452055;1.0;14482.23
0;55;1.5205479452054795;2.0;2526.39
1;34;1.356164383561644;3.0;1921.11
0;33;1.0547945205479452;1.0;915.01
2;36;6.786301369863014;4.0;2818.19
0;34;8.69041095890411;2.0;2168.67
0;59;;2.0;7518.55
0;53;;2.0;992.65
0;58;;2.0;4739.03
3;38;10.967123287671232;5.0;3377.06
0;45;25.356164383561644;1.0;18218.59
1;41;7.8410958904109584;3.0;684.87
0;33;4.347945205479451;2.0;2394.49
0;39;1.7150684931506852;1.0;5255.03
1;46;18.035616438356165;2.0;2330.88
1;30;2.345205479452055;3.0;1558.76
0;49;12.104109589041094;2.0;1412.99
0;44;12.435616438356163;2.0;3248.86
0;32;11.632876712328768;2.0;777.46
0;46;19.9013698630137;2.0;3707.34
0;30;8.967123287671232;1.0;3672.45
0;48;6.531506849315067;2.0;3481.17
0;46;1.8657534246575345;2.0;2846.73
0;46;2.106849315068493;2.0;6450.48
0;46;0.96986301369863;2.0;1431.02
0;42;6.123287671232878;2.0;5867.56
1;41;4.131506849315069;3.0;3234.38
0;55;17.986301369863018;2.0;13956.25
0;46;15.087671232876714;2.0;7969.12
2;31;4.72876712328767;4.0;2159.74
1;44;10.12054794520548;3.0;7686.62
0;29;5.895890410958903;1.0;7831.16
0;26;1.6849315068493151;1.0;3623.6
0;53;11.134246575342466;2.0;7464.6
1;29;2.8465753424657536;3.0;1598.64
5;42;1.1726027397260277;6.0;2747.03
0;64;;2.0;1397.67
0;28;0.6191780821917808;1.0;3285.8
0;67;;1.0;5994.45
0;47;3.1835616438356165;2.0;4688.36
0;46;3.627397260273973;2.0;4306.55
0;54;19.02465753424657;2.0;1173.54
2;38;17.967123287671228;4.0;16650.45
2;34;9.035616438356165;4.0;1144.18
0;47;3.8904109589041096;1.0;3346.19
0;60;;2.0;6884.29
0;65;;1.0;2619.98
1;36;1.7397260273972603;3.0;1863.25
1;34;3.6986301369863015;2.0;4165.8
2;40;3.4356164383561643;4.0;4712.41
0;31;3.2109589041095887;2.0;1904.64
0;51;8.038356164383561;2.0;3782.7
0;51;4.594520547945206;1.0;2004.74
0;30;2.704109589041096;1.0;6240.95
2;33;1.2547945205479452;4.0;3587.86
0;36;0.6438356164383562;1.0;1286.84
0;59;23.2027397260274;2.0;15043.33
0;39;6.638356164383563;2.0;5208.86
1;45;19.06575342465753;3.0;4825.49
0;40;7.8493150684931505;2.0;1647.97
2;28;8.183561643835617;4.0;9395.37
1;50;;3.0;902.86
2;27;1.7643835616438357;4.0;1852.03
0;46;1.8657534246575345;2.0;2846.73
0;55;;2.0;3239.6
0;60;7.63013698630137;2.0;7393.11
1;27;4.035616438356166;3.0;986.11
1;30;8.715068493150685;3.0;6835.04
0;54;24.86575342465753;2.0;12980.6
0;54;;2.0;1863.54
0;45;5.515068493150685;1.0;5514.69
1;29;5.364383561643836;3.0;5994.29
0;39;5.356164383561644;1.0;474.28
3;32;9.04931506849315;5.0;6788.14
0;45;7.553424657534246;2.0;4674.68
0;54;1.7890410958904108;2.0;801.04
0;33;10.183561643835615;2.0;2224.44
1;45;1.7205479452054795;3.0;2099.28
0;46;19.9013698630137;2.0;7140.66
1;39;7.835616438356165;3.0;972.79
0;38;6.884931506849315;2.0;1966.5
0;39;9.602739726027398;2.0;16556.78
0;48;15.523287671232874;1.0;3304.5
0;61;;1.0;1616.8
1;50;0.3013698630136986;3.0;2856.41
0;55;8.821917808219178;2.0;3945.86
0;48;3.4547945205479453;2.0;3079.47
0;24;3.016438356164384;2.0;2876.92
0;37;7.347945205479452;2.0;3120.42
2;34;12.194520547945206;4.0;1922.65
0;43;14.810958904109588;2.0;6737.77
0;49;24.301369863013697;1.0;13721.06
0;26;;1.0;1502.3
2;45;9.052054794520547;4.0;2666.88
1;38;9.602739726027398;3.0;3076.89
0;57;12.950684931506853;2.0;6647.02
0;56;;2.0;5477.64
1;30;7.695890410958903;3.0;3445.99
2;33;0.410958904109589;4.0;1656.47
0;57;;1.0;4976.41
0;26;1.282191780821918;2.0;2966.36
1;42;21.46575342465753;3.0;13388.17
1;39;4.717808219178083;3.0;5757.61
0;30;4.0191780821917815;2.0;2576.44
0;48;0.5534246575342465;2.0;3973.79
0;30;5.175342465753425;2.0;30589.78
0;40;5.383561643835616;1.0;4678.65
2;29;0.2794520547945205;4.0;4402.54
0;41;8.213698630136987;2.0;3261.98
1;49;11.284931506849317;3.0;2477.97
0;40;22.34794520547945;2.0;5745.6
0;57;;1.0;413.09
0;27;1.2602739726027397;2.0;784.5
1;40;4.580821917808219;2.0;8762.75
2;31;0.2767123287671233;4.0;725.16
2;37;6.9753424657534255;4.0;1156.25
0;61;;2.0;1686.48
0;62;;2.0;1821.2
0;39;0.8273972602739726;2.0;1831.37
0;23;5.027397260273973;2.0;4056.09
0;64;5.717808219178082;2.0;7738.29
1;46;6.950684931506848;3.0;11758.83
0;35;4.838356164383562;2.0;5514.56
0;60;39.48767123287672;2.0;8397.59
1;41;8.134246575342466;3.0;2679.38
0;62;;2.0;5261.11
0;43;10.063013698630137;2.0;610.15
0;54;15.558904109589042;2.0;3971.21
1;46;18.035616438356165;2.0;2330.88
2;33;1.2547945205479452;4.0;3587.86
0;55;;1.0;1775.13
0;57;14.084931506849315;2.0;5955.67
0;62;;1.0;2514.98
0;27;4.964383561643834;1.0;7624.1
0;43;14.767123287671232;1.0;7278.86
0;44;13.082191780821915;2.0;9541.08
0;64;;2.0;4102.83
0;56;15.443835616438356;1.0;4793.23
0;60;41.2;1.0;29240.82
0;28;1.1753424657534246;2.0;3049.2
0;57;1.326027397260274;2.0;1950.77
0;41;6.780821917808219;2.0;5294.75
0;50;5.06027397260274;2.0;7250.98
0;54;;1.0;1745.67
3;33;13.389041095890413;5.0;1082.04
1;28;4.882191780821918;2.0;2908.45
0;45;2.8767123287671232;2.0;2982.63
0;35;11.854794520547946;1.0;6878.9
1;29;2.0465753424657533;2.0;1156.51
0;36;5.4602739726027405;1.0;2185.39
0;32;3.9287671232876713;1.0;2180.44
